"","Year","Round","Region Number","Region Name","Seed","Score","Team","Opponent","Opp_Score","Opp_Seed","Win"
"480",2004,3,2,"East",4,80,"Wake Forest","St Josephs",84,1,0
"481",2004,3,2,"East",2,63,"Oklahoma St","Pittsburgh",51,3,1
"482",2004,3,2,"East",3,51,"Pittsburgh","Oklahoma St",63,2,0
"483",2004,3,3,"South",1,72,"Duke","Illinois",62,5,1
"484",2004,3,3,"South",5,62,"Illinois","Duke",72,1,0
"485",2004,3,3,"South",7,79,"Xavier","Texas",71,3,1
"486",2004,3,3,"South",3,71,"Texas","Xavier",79,7,0
"487",2004,3,4,"West",8,80,"Alabama","Syracuse",71,5,1
"488",2004,3,4,"West",5,71,"Syracuse","Alabama",80,8,0
"489",2004,3,4,"West",2,73,"Connecticut","Vanderbilt",53,6,1
"490",2004,3,4,"West",6,53,"Vanderbilt","Connecticut",73,2,0
"491",2004,4,1,"Midwest",4,71,"Kansas","Georgia Tech",79,3,0
"492",2004,4,1,"Midwest",3,79,"Georgia Tech","Kansas",71,4,1
"493",2004,4,2,"East",1,62,"St Josephs","Oklahoma St",64,2,0
"494",2004,4,2,"East",2,64,"Oklahoma St","St Josephs",62,1,1
"495",2004,4,3,"South",1,66,"Duke","Xavier",63,7,1
"496",2004,4,3,"South",7,63,"Xavier","Duke",66,1,0
"497",2004,4,4,"West",8,71,"Alabama","Connecticut",87,2,0
"498",2004,4,4,"West",2,87,"Connecticut","Alabama",71,8,1
"499",2004,5,1,"Final Four",3,67,"Georgia Tech","Oklahoma St",65,2,1
"500",2004,5,1,"Final Four",2,65,"Oklahoma St","Georgia Tech",67,3,0
"501",2004,5,2,"Final Four",1,78,"Duke","Connecticut",79,2,0
"502",2004,5,2,"Final Four",2,79,"Connecticut","Duke",78,1,1
"503",2004,6,1,"Championship",3,73,"Georgia Tech","Connecticut",82,2,0
"504",2004,6,1,"Championship",2,82,"Connecticut","Georgia Tech",73,3,1
"505",2005,1,1,"Midwest",1,67,"Illinois","Fairleigh Dickinson",55,16,1
"506",2005,1,1,"Midwest",16,55,"Fairleigh Dickinson","Illinois",67,1,0
"507",2005,1,1,"Midwest",2,63,"Oklahoma St","Southeastern Louisiana",50,15,1
"508",2005,1,1,"Midwest",15,50,"Southeastern Louisiana","Oklahoma St",63,2,0
"509",2005,1,1,"Midwest",3,66,"Arizona","Utah St",53,14,1
"510",2005,1,1,"Midwest",14,53,"Utah St","Arizona",66,3,0
"511",2005,1,1,"Midwest",4,85,"Boston College","Pennsylvania",65,13,1
"512",2005,1,1,"Midwest",13,65,"Pennsylvania","Boston College",85,4,0
"513",2005,1,1,"Midwest",5,73,"Alabama","Wisconsin Milwaukee",83,12,0
"514",2005,1,1,"Midwest",12,83,"Wisconsin Milwaukee","Alabama",73,5,1
"515",2005,1,1,"Midwest",6,68,"LSU","UAB",82,11,0
"516",2005,1,1,"Midwest",11,82,"UAB","LSU",68,6,1
"517",2005,1,1,"Midwest",7,65,"Southern Illinois","St Marys",56,10,1
"518",2005,1,1,"Midwest",10,56,"St Marys","Southern Illinois",65,7,0
"519",2005,1,1,"Midwest",8,57,"Texas","Nevada",61,9,0
"520",2005,1,1,"Midwest",9,61,"Nevada","Texas",57,8,1
"521",2005,1,2,"West",1,88,"Washington","Montana",77,16,1
"522",2005,1,2,"West",16,77,"Montana","Washington",88,1,0
"523",2005,1,2,"West",2,70,"Wake Forest","Chattanooga",54,15,1
"524",2005,1,2,"West",15,54,"Chattanooga","Wake Forest",70,2,0
"525",2005,1,2,"West",3,74,"Gonzaga","Winthrop",64,14,1
"526",2005,1,2,"West",14,64,"Winthrop","Gonzaga",74,3,0
"527",2005,1,2,"West",4,68,"Louisville","Louisiana Lafayette",62,13,1
"528",2005,1,2,"West",13,62,"Louisiana Lafayette","Louisville",68,4,0
"529",2005,1,2,"West",5,80,"Georgia Tech","George Washington",68,12,1
"530",2005,1,2,"West",12,68,"George Washington","Georgia Tech",80,5,0
"531",2005,1,2,"West",6,78,"Texas Tech","UCLA",66,11,1
"532",2005,1,2,"West",11,66,"UCLA","Texas Tech",78,6,0
"533",2005,1,2,"West",7,63,"West Virginia","Creighton",61,10,1
"534",2005,1,2,"West",10,61,"Creighton","West Virginia",63,7,0
"535",2005,1,2,"West",8,79,"Pacific","Pittsburgh",71,9,1
"536",2005,1,2,"West",9,71,"Pittsburgh","Pacific",79,8,0
"537",2005,1,3,"East",1,96,"North Carolina","Oakland",68,16,1
"538",2005,1,3,"East",16,68,"Oakland","North Carolina",96,1,0
"539",2005,1,3,"East",2,77,"Connecticut","Central Florida",71,15,1
"540",2005,1,3,"East",15,71,"Central Florida","Connecticut",77,2,0
"541",2005,1,3,"East",3,63,"Kansas","Bucknell",64,14,0
"542",2005,1,3,"East",14,64,"Bucknell","Kansas",63,3,1
"543",2005,1,3,"East",4,67,"Florida","Ohio",62,13,1
"544",2005,1,3,"East",13,62,"Ohio","Florida",67,4,0
"545",2005,1,3,"East",5,55,"Villanova","New Mexico",47,12,1
"546",2005,1,3,"East",12,47,"New Mexico","Villanova",55,5,0
"547",2005,1,3,"East",6,57,"Wisconsin","Northern Iowa",52,11,1
"548",2005,1,3,"East",11,52,"Northern Iowa","Wisconsin",57,6,0
"549",2005,1,3,"East",7,63,"Charlotte","NC State",75,10,0
"550",2005,1,3,"East",10,75,"NC State","Charlotte",63,7,1
"551",2005,1,3,"East",8,53,"Minnesota","Iowa St",64,9,0
"552",2005,1,3,"East",9,64,"Iowa St","Minnesota",53,8,1
"553",2005,1,4,"South",1,63,"Duke","Delaware St",46,16,1
"554",2005,1,4,"South",16,46,"Delaware St","Duke",63,1,0
"555",2005,1,4,"South",2,72,"Kentucky","Eastern Kentucky",64,15,1
"556",2005,1,4,"South",15,64,"Eastern Kentucky","Kentucky",72,2,0
"557",2005,1,4,"South",3,84,"Oklahoma","Niagara",67,14,1
"558",2005,1,4,"South",14,67,"Niagara","Oklahoma",84,3,0
"559",2005,1,4,"South",4,57,"Syracuse","Vermont",60,13,0
"560",2005,1,4,"South",13,60,"Vermont","Syracuse",57,4,1
"561",2005,1,4,"South",5,89,"Michigan St","Old Dominion",81,12,1
"562",2005,1,4,"South",12,81,"Old Dominion","Michigan St",89,5,0
"563",2005,1,4,"South",6,60,"Utah","UTEP",54,11,1
"564",2005,1,4,"South",11,54,"UTEP","Utah",60,6,0
"565",2005,1,4,"South",7,76,"Cincinnati","Iowa",64,10,1
"566",2005,1,4,"South",10,64,"Iowa","Cincinnati",76,7,0
"567",2005,1,4,"South",8,70,"Stanford","Mississippi St",93,9,0
"568",2005,1,4,"South",9,93,"Mississippi St","Stanford",70,8,1
"569",2005,2,1,"Midwest",1,71,"Illinois","Nevada",59,9,1
"570",2005,2,1,"Midwest",9,59,"Nevada","Illinois",71,1,0
"571",2005,2,1,"Midwest",2,85,"Oklahoma St","Southern Illinois",77,7,1
"572",2005,2,1,"Midwest",7,77,"Southern Illinois","Oklahoma St",85,2,0
"573",2005,2,1,"Midwest",3,85,"Arizona","UAB",63,11,1
"574",2005,2,1,"Midwest",11,63,"UAB","Arizona",85,3,0
"575",2005,2,1,"Midwest",4,75,"Boston College","Wisconsin Milwaukee",83,12,0
"576",2005,2,1,"Midwest",12,83,"Wisconsin Milwaukee","Boston College",75,4,1
"577",2005,2,2,"West",1,97,"Washington","Pacific",79,8,1
"578",2005,2,2,"West",8,79,"Pacific","Washington",97,1,0
"579",2005,2,2,"West",2,105,"Wake Forest","West Virginia",111,7,0
"580",2005,2,2,"West",7,111,"West Virginia","Wake Forest",105,2,1
"581",2005,2,2,"West",3,69,"Gonzaga","Texas Tech",71,6,0
"582",2005,2,2,"West",6,71,"Texas Tech","Gonzaga",69,3,1
"583",2005,2,2,"West",4,76,"Louisville","Georgia Tech",54,5,1
"584",2005,2,2,"West",5,54,"Georgia Tech","Louisville",76,4,0
"585",2005,2,3,"East",1,92,"North Carolina","Iowa St",65,9,1
"586",2005,2,3,"East",9,65,"Iowa St","North Carolina",92,1,0
"587",2005,2,3,"East",2,62,"Connecticut","NC State",65,10,0
"588",2005,2,3,"East",10,65,"NC State","Connecticut",62,2,1
"589",2005,2,3,"East",14,62,"Bucknell","Wisconsin",71,6,0
"590",2005,2,3,"East",6,71,"Wisconsin","Bucknell",62,14,1
"591",2005,2,3,"East",4,65,"Florida","Villanova",76,5,0
"592",2005,2,3,"East",5,76,"Villanova","Florida",65,4,1
"593",2005,2,4,"South",1,63,"Duke","Mississippi St",55,9,1
"594",2005,2,4,"South",9,55,"Mississippi St","Duke",63,1,0
"595",2005,2,4,"South",2,69,"Kentucky","Cincinnati",60,7,1
"596",2005,2,4,"South",7,60,"Cincinnati","Kentucky",69,2,0
"597",2005,2,4,"South",3,58,"Oklahoma","Utah",67,6,0
"598",2005,2,4,"South",6,67,"Utah","Oklahoma",58,3,1
"599",2005,2,4,"South",13,61,"Vermont","Michigan St",72,5,0
"600",2005,2,4,"South",5,72,"Michigan St","Vermont",61,13,1
"601",2005,3,1,"Midwest",1,77,"Illinois","Wisconsin Milwaukee",63,12,1
"602",2005,3,1,"Midwest",12,63,"Wisconsin Milwaukee","Illinois",77,1,0
"603",2005,3,1,"Midwest",2,78,"Oklahoma St","Arizona",79,3,0
"604",2005,3,1,"Midwest",3,79,"Arizona","Oklahoma St",78,2,1
"605",2005,3,2,"West",1,79,"Washington","Louisville",93,4,0
"606",2005,3,2,"West",4,93,"Louisville","Washington",79,1,1
"607",2005,3,2,"West",7,65,"West Virginia","Texas Tech",60,6,1
"608",2005,3,2,"West",6,60,"Texas Tech","West Virginia",65,7,0
"609",2005,3,3,"East",1,67,"North Carolina","Villanova",66,5,1
"610",2005,3,3,"East",5,66,"Villanova","North Carolina",67,1,0
"611",2005,3,3,"East",10,56,"NC State","Wisconsin",65,6,0
"612",2005,3,3,"East",6,65,"Wisconsin","NC State",56,10,1
"613",2005,3,4,"South",1,68,"Duke","Michigan St",78,5,0
"614",2005,3,4,"South",5,78,"Michigan St","Duke",68,1,1
"615",2005,3,4,"South",2,62,"Kentucky","Utah",52,6,1
"616",2005,3,4,"South",6,52,"Utah","Kentucky",62,2,0
"617",2005,4,1,"Midwest",1,90,"Illinois","Arizona",89,3,1
"618",2005,4,1,"Midwest",3,89,"Arizona","Illinois",90,1,0
"619",2005,4,2,"West",4,93,"Louisville","West Virginia",85,7,1
"620",2005,4,2,"West",7,85,"West Virginia","Louisville",93,4,0
"621",2005,4,3,"East",1,88,"North Carolina","Wisconsin",82,6,1
"622",2005,4,3,"East",6,82,"Wisconsin","North Carolina",88,1,0
"623",2005,4,4,"South",5,94,"Michigan St","Kentucky",88,2,1
"624",2005,4,4,"South",2,88,"Kentucky","Michigan St",94,5,0
"625",2005,5,1,"Final Four",1,72,"Illinois","Louisville",57,4,1
"626",2005,5,1,"Final Four",4,57,"Louisville","Illinois",72,1,0
"627",2005,5,2,"Final Four",1,87,"North Carolina","Michigan St",71,5,1
"628",2005,5,2,"Final Four",5,71,"Michigan St","North Carolina",87,1,0
"629",2005,6,1,"Championship",1,70,"Illinois","North Carolina",75,1,0
"630",2005,6,1,"Championship",1,75,"North Carolina","Illinois",70,1,1
"631",2006,1,1,"South",1,70,"Duke","Southern",54,16,1
"632",2006,1,1,"South",16,54,"Southern","Duke",70,1,0
"633",2006,1,1,"South",2,60,"Texas","Pennsylvania",52,15,1
"634",2006,1,1,"South",15,52,"Pennsylvania","Texas",60,2,0
"635",2006,1,1,"South",3,63,"Iowa","Northwestern St",64,14,0
"636",2006,1,1,"South",14,64,"Northwestern St","Iowa",63,3,1
"637",2006,1,1,"South",4,80,"LSU","Iona",64,13,1
"638",2006,1,1,"South",13,64,"Iona","LSU",80,4,0
"639",2006,1,1,"South",5,58,"Syracuse","Texas A&M",66,12,0
"640",2006,1,1,"South",12,66,"Texas A&M","Syracuse",58,5,1
"641",2006,1,1,"South",6,64,"West Virginia","Southern Illinois",46,11,1
"642",2006,1,1,"South",11,46,"Southern Illinois","West Virginia",64,6,0
"643",2006,1,1,"South",7,52,"California","NC State",58,10,0
"644",2006,1,1,"South",10,58,"NC State","California",52,7,1
"645",2006,1,1,"South",8,88,"George Washington","UNC Wilmington",85,9,1
"646",2006,1,1,"South",9,85,"UNC Wilmington","George Washington",88,8,0
"647",2006,1,2,"West",1,94,"Memphis","Oral Roberts",78,16,1
"648",2006,1,2,"West",16,78,"Oral Roberts","Memphis",94,1,0
"649",2006,1,2,"West",2,78,"UCLA","Belmont",44,15,1
"650",2006,1,2,"West",15,44,"Belmont","UCLA",78,2,0
"651",2006,1,2,"West",3,79,"Gonzaga","Xavier",75,14,1
"652",2006,1,2,"West",14,75,"Xavier","Gonzaga",79,3,0
"653",2006,1,2,"West",4,73,"Kansas","Bradley",77,13,0
"654",2006,1,2,"West",13,77,"Bradley","Kansas",73,4,1
"655",2006,1,2,"West",5,79,"Pittsburgh","Kent St",64,12,1
"656",2006,1,2,"West",12,64,"Kent St","Pittsburgh",79,5,0
"657",2006,1,2,"West",6,87,"Indiana","San Diego St",83,11,1
"658",2006,1,2,"West",11,83,"San Diego St","Indiana",87,6,0
"659",2006,1,2,"West",7,85,"Marquette","Alabama",90,10,0
"660",2006,1,2,"West",10,90,"Alabama","Marquette",85,7,1
"661",2006,1,2,"West",8,55,"Arkansas","Bucknell",59,9,0
"662",2006,1,2,"West",9,59,"Bucknell","Arkansas",55,8,1
"663",2006,1,3,"East",1,72,"Connecticut","Albany",59,16,1
"664",2006,1,3,"East",16,59,"Albany","Connecticut",72,1,0
"665",2006,1,3,"East",2,63,"Tennessee","Winthrop",61,15,1
"666",2006,1,3,"East",15,61,"Winthrop","Tennessee",63,2,0
"667",2006,1,3,"East",3,69,"North Carolina","Murray St",65,14,1
"668",2006,1,3,"East",14,65,"Murray St","North Carolina",69,3,0
"669",2006,1,3,"East",4,78,"Illinois","Air Force",69,13,1
"670",2006,1,3,"East",13,69,"Air Force","Illinois",78,4,0
"671",2006,1,3,"East",5,75,"Washington","Utah St",61,12,1
"672",2006,1,3,"East",12,61,"Utah St","Washington",75,5,0
"673",2006,1,3,"East",6,65,"Michigan St","George Mason",75,11,0
"674",2006,1,3,"East",11,75,"George Mason","Michigan St",65,6,1
"675",2006,1,3,"East",7,86,"Wichita St","Seton Hall",66,10,1
"676",2006,1,3,"East",10,66,"Seton Hall","Wichita St",86,7,0
"677",2006,1,3,"East",8,69,"Kentucky","UAB",64,9,1
"678",2006,1,3,"East",9,64,"UAB","Kentucky",69,8,0
"679",2006,1,4,"Midwest",1,58,"Villanova","Monmouth",45,16,1
"680",2006,1,4,"Midwest",16,45,"Monmouth","Villanova",58,1,0
"681",2006,1,4,"Midwest",2,70,"Ohio St","Davidson",62,15,1
"682",2006,1,4,"Midwest",15,62,"Davidson","Ohio St",70,2,0
"683",2006,1,4,"Midwest",3,76,"Florida","South Alabama",50,14,1
"684",2006,1,4,"Midwest",14,50,"South Alabama","Florida",76,3,0
"685",2006,1,4,"Midwest",4,88,"Boston College","Pacific",76,13,1
"686",2006,1,4,"Midwest",13,76,"Pacific","Boston College",88,4,0
"687",2006,1,4,"Midwest",5,79,"Nevada","Montana",87,12,0
"688",2006,1,4,"Midwest",12,87,"Montana","Nevada",79,5,1
"689",2006,1,4,"Midwest",6,74,"Oklahoma","Wisconsin Milwaukee",82,11,0
"690",2006,1,4,"Midwest",11,82,"Wisconsin Milwaukee","Oklahoma",74,6,1
"691",2006,1,4,"Midwest",7,54,"Georgetown","Northern Iowa",49,10,1
"692",2006,1,4,"Midwest",10,49,"Northern Iowa","Georgetown",54,7,0
"693",2006,1,4,"Midwest",8,94,"Arizona","Wisconsin",75,9,1
"694",2006,1,4,"Midwest",9,75,"Wisconsin","Arizona",94,8,0
"695",2006,2,1,"South",1,74,"Duke","George Washington",61,8,1
"696",2006,2,1,"South",8,61,"George Washington","Duke",74,1,0
"697",2006,2,1,"South",2,75,"Texas","NC State",54,10,1
"698",2006,2,1,"South",10,54,"NC State","Texas",75,2,0
"699",2006,2,1,"South",14,54,"Northwestern St","West Virginia",67,6,0
"700",2006,2,1,"South",6,67,"West Virginia","Northwestern St",54,14,1
"701",2006,2,1,"South",4,58,"LSU","Texas A&M",57,12,1
"702",2006,2,1,"South",12,57,"Texas A&M","LSU",58,4,0
"703",2006,2,2,"West",1,72,"Memphis","Bucknell",56,9,1
"704",2006,2,2,"West",9,56,"Bucknell","Memphis",72,1,0
"705",2006,2,2,"West",2,62,"UCLA","Alabama",59,10,1
"706",2006,2,2,"West",10,59,"Alabama","UCLA",62,2,0
"707",2006,2,2,"West",3,90,"Gonzaga","Indiana",80,6,1
"708",2006,2,2,"West",6,80,"Indiana","Gonzaga",90,3,0
"709",2006,2,2,"West",13,72,"Bradley","Pittsburgh",66,5,1
"710",2006,2,2,"West",5,66,"Pittsburgh","Bradley",72,13,0
"711",2006,2,3,"East",1,87,"Connecticut","Kentucky",83,8,1
"712",2006,2,3,"East",8,83,"Kentucky","Connecticut",87,1,0
"713",2006,2,3,"East",2,73,"Tennessee","Wichita St",80,7,0
"714",2006,2,3,"East",7,80,"Wichita St","Tennessee",73,2,1
"715",2006,2,3,"East",3,60,"North Carolina","George Mason",65,11,0
"716",2006,2,3,"East",11,65,"George Mason","North Carolina",60,3,1
"717",2006,2,3,"East",4,64,"Illinois","Washington",67,5,0
"718",2006,2,3,"East",5,67,"Washington","Illinois",64,4,1
"719",2006,2,4,"Midwest",1,82,"Villanova","Arizona",78,8,1
"720",2006,2,4,"Midwest",8,78,"Arizona","Villanova",82,1,0
"721",2006,2,4,"Midwest",2,52,"Ohio St","Georgetown",70,7,0
"722",2006,2,4,"Midwest",7,70,"Georgetown","Ohio St",52,2,1
"723",2006,2,4,"Midwest",3,82,"Florida","Wisconsin Milwaukee",60,11,1
"724",2006,2,4,"Midwest",11,60,"Wisconsin Milwaukee","Florida",82,3,0
"725",2006,2,4,"Midwest",4,69,"Boston College","Montana",56,12,1
"726",2006,2,4,"Midwest",12,56,"Montana","Boston College",69,4,0
"727",2006,3,1,"South",1,54,"Duke","LSU",62,4,0
"728",2006,3,1,"South",4,62,"LSU","Duke",54,1,1
"729",2006,3,1,"South",2,74,"Texas","West Virginia",71,6,1
"730",2006,3,1,"South",6,71,"West Virginia","Texas",74,2,0
"731",2006,3,2,"West",1,80,"Memphis","Bradley",64,13,1
"732",2006,3,2,"West",13,64,"Bradley","Memphis",80,1,0
"733",2006,3,2,"West",2,73,"UCLA","Gonzaga",71,3,1
"734",2006,3,2,"West",3,71,"Gonzaga","UCLA",73,2,0
"735",2006,3,3,"East",1,98,"Connecticut","Washington",92,5,1
"736",2006,3,3,"East",5,92,"Washington","Connecticut",98,1,0
"737",2006,3,3,"East",7,55,"Wichita St","George Mason",63,11,0
"738",2006,3,3,"East",11,63,"George Mason","Wichita St",55,7,1
"739",2006,3,4,"Midwest",1,60,"Villanova","Boston College",59,4,1
"740",2006,3,4,"Midwest",4,59,"Boston College","Villanova",60,1,0
"741",2006,3,4,"Midwest",7,53,"Georgetown","Florida",57,3,0
"742",2006,3,4,"Midwest",3,57,"Florida","Georgetown",53,7,1
"743",2006,4,1,"South",4,70,"LSU","Texas",60,2,1
"744",2006,4,1,"South",2,60,"Texas","LSU",70,4,0
"745",2006,4,2,"West",1,45,"Memphis","UCLA",50,2,0
"746",2006,4,2,"West",2,50,"UCLA","Memphis",45,1,1
"747",2006,4,3,"East",1,84,"Connecticut","George Mason",86,11,0
"748",2006,4,3,"East",11,86,"George Mason","Connecticut",84,1,1
"749",2006,4,4,"Midwest",1,62,"Villanova","Florida",75,3,0
"750",2006,4,4,"Midwest",3,75,"Florida","Villanova",62,1,1
"751",2006,5,1,"Final Four",4,45,"LSU","UCLA",59,2,0
"752",2006,5,1,"Final Four",2,59,"UCLA","LSU",45,4,1
"753",2006,5,2,"Final Four",11,58,"George Mason","Florida",73,3,0
"754",2006,5,2,"Final Four",3,73,"Florida","George Mason",58,11,1
"755",2006,6,1,"Championship",2,57,"UCLA","Florida",73,3,0
"756",2006,6,1,"Championship",3,73,"Florida","UCLA",57,2,1
"757",2007,1,1,"Midwest",1,112,"Florida","Jackson St",69,16,1
"758",2007,1,1,"Midwest",16,69,"Jackson St","Florida",112,1,0
"759",2007,1,1,"Midwest",2,76,"Wisconsin","Texas A&M Corpus Christi",63,15,1
"760",2007,1,1,"Midwest",15,63,"Texas A&M Corpus Christi","Wisconsin",76,2,0
"761",2007,1,1,"Midwest",3,58,"Oregon","Miami Ohio",56,14,1
"762",2007,1,1,"Midwest",14,56,"Miami Ohio","Oregon",58,3,0
"763",2007,1,1,"Midwest",4,82,"Maryland","Davidson",70,13,1
"764",2007,1,1,"Midwest",13,70,"Davidson","Maryland",82,4,0
"765",2007,1,1,"Midwest",5,57,"Butler","Old Dominion",46,12,1
"766",2007,1,1,"Midwest",12,46,"Old Dominion","Butler",57,5,0
"767",2007,1,1,"Midwest",6,64,"Notre Dame","Winthrop",74,11,0
"768",2007,1,1,"Midwest",11,74,"Winthrop","Notre Dame",64,6,1
"769",2007,1,1,"Midwest",7,67,"UNLV","Georgia Tech",63,10,1
"770",2007,1,1,"Midwest",10,63,"Georgia Tech","UNLV",67,7,0
"771",2007,1,1,"Midwest",8,63,"Arizona","Purdue",72,9,0
"772",2007,1,1,"Midwest",9,72,"Purdue","Arizona",63,8,1
"773",2007,1,2,"West",1,107,"Kansas","Niagara",67,16,1
"774",2007,1,2,"West",16,67,"Niagara","Kansas",107,1,0
"775",2007,1,2,"West",2,70,"UCLA","Weber St",42,15,1
"776",2007,1,2,"West",15,42,"Weber St","UCLA",70,2,0
"777",2007,1,2,"West",3,79,"Pittsburgh","Wright St",58,14,1
"778",2007,1,2,"West",14,58,"Wright St","Pittsburgh",79,3,0
"779",2007,1,2,"West",4,61,"Southern Illinois","Holy Cross",51,13,1
"780",2007,1,2,"West",13,51,"Holy Cross","Southern Illinois",61,4,0
"781",2007,1,2,"West",5,54,"Virginia Tech","Illinois",52,12,1
"782",2007,1,2,"West",12,52,"Illinois","Virginia Tech",54,5,0
"783",2007,1,2,"West",6,77,"Duke","VCU",79,11,0
"784",2007,1,2,"West",11,79,"VCU","Duke",77,6,1
"785",2007,1,2,"West",7,70,"Indiana","Gonzaga",57,10,1
"786",2007,1,2,"West",10,57,"Gonzaga","Indiana",70,7,0
"787",2007,1,2,"West",8,67,"Kentucky","Villanova",58,9,1
"788",2007,1,2,"West",9,58,"Villanova","Kentucky",67,8,0
"789",2007,1,3,"East",1,85,"North Carolina","Eastern Kentucky",65,16,1
"790",2007,1,3,"East",16,65,"Eastern Kentucky","North Carolina",85,1,0
"791",2007,1,3,"East",2,80,"Georgetown","Belmont",55,15,1
"792",2007,1,3,"East",15,55,"Belmont","Georgetown",80,2,0
"793",2007,1,3,"East",3,70,"Washington St","Oral Roberts",54,14,1
"794",2007,1,3,"East",14,54,"Oral Roberts","Washington St",70,3,0
"795",2007,1,3,"East",4,79,"Texas","New Mexico St",67,13,1
"796",2007,1,3,"East",13,67,"New Mexico St","Texas",79,4,0
"797",2007,1,3,"East",5,77,"USC","Arkansas",60,12,1
"798",2007,1,3,"East",12,60,"Arkansas","USC",77,5,0
"799",2007,1,3,"East",6,77,"Vanderbilt","George Washington",44,11,1
"800",2007,1,3,"East",11,44,"George Washington","Vanderbilt",77,6,0
"801",2007,1,3,"East",7,84,"Boston College","Texas Tech",75,10,1
"802",2007,1,3,"East",10,75,"Texas Tech","Boston College",84,7,0
"803",2007,1,3,"East",8,49,"Marquette","Michigan St",61,9,0
"804",2007,1,3,"East",9,61,"Michigan St","Marquette",49,8,1
"805",2007,1,4,"South",1,78,"Ohio St","Central Connecticut St",57,16,1
"806",2007,1,4,"South",16,57,"Central Connecticut St","Ohio St",78,1,0
"807",2007,1,4,"South",2,73,"Memphis","North Texas",58,15,1
"808",2007,1,4,"South",15,58,"North Texas","Memphis",73,2,0
"809",2007,1,4,"South",3,68,"Texas A&M","Pennsylvania",52,14,1
"810",2007,1,4,"South",14,52,"Pennsylvania","Texas A&M",68,3,0
"811",2007,1,4,"South",4,84,"Virginia","Albany",57,13,1
"812",2007,1,4,"South",13,57,"Albany","Virginia",84,4,0
"813",2007,1,4,"South",5,121,"Tennessee","Long Beach St",86,12,1
"814",2007,1,4,"South",12,86,"Long Beach St","Tennessee",121,5,0
"815",2007,1,4,"South",6,78,"Louisville","Stanford",58,11,1
"816",2007,1,4,"South",11,58,"Stanford","Louisville",78,6,0
"817",2007,1,4,"South",7,77,"Nevada","Creighton",71,10,1
"818",2007,1,4,"South",10,71,"Creighton","Nevada",77,7,0
"819",2007,1,4,"South",8,77,"BYU","Xavier",79,9,0
"820",2007,1,4,"South",9,79,"Xavier","BYU",77,8,1
"821",2007,2,1,"Midwest",1,74,"Florida","Purdue",67,9,1
"822",2007,2,1,"Midwest",9,67,"Purdue","Florida",74,1,0
"823",2007,2,1,"Midwest",2,68,"Wisconsin","UNLV",74,7,0
"824",2007,2,1,"Midwest",7,74,"UNLV","Wisconsin",68,2,1
"825",2007,2,1,"Midwest",3,75,"Oregon","Winthrop",61,11,1
"826",2007,2,1,"Midwest",11,61,"Winthrop","Oregon",75,3,0
"827",2007,2,1,"Midwest",4,59,"Maryland","Butler",62,5,0
"828",2007,2,1,"Midwest",5,62,"Butler","Maryland",59,4,1
"829",2007,2,2,"West",1,88,"Kansas","Kentucky",76,8,1
"830",2007,2,2,"West",8,76,"Kentucky","Kansas",88,1,0
"831",2007,2,2,"West",2,54,"UCLA","Indiana",49,7,1
"832",2007,2,2,"West",7,49,"Indiana","UCLA",54,2,0
"833",2007,2,2,"West",3,84,"Pittsburgh","VCU",79,11,1
"834",2007,2,2,"West",11,79,"VCU","Pittsburgh",84,3,0
"835",2007,2,2,"West",4,63,"Southern Illinois","Virginia Tech",48,5,1
"836",2007,2,2,"West",5,48,"Virginia Tech","Southern Illinois",63,4,0
"837",2007,2,3,"East",1,81,"North Carolina","Michigan St",67,9,1
"838",2007,2,3,"East",9,67,"Michigan St","North Carolina",81,1,0
"839",2007,2,3,"East",2,62,"Georgetown","Boston College",55,7,1
"840",2007,2,3,"East",7,55,"Boston College","Georgetown",62,2,0
"841",2007,2,3,"East",3,74,"Washington St","Vanderbilt",78,6,0
"842",2007,2,3,"East",6,78,"Vanderbilt","Washington St",74,3,1
"843",2007,2,3,"East",4,68,"Texas","USC",87,5,0
"844",2007,2,3,"East",5,87,"USC","Texas",68,4,1
"845",2007,2,4,"South",1,78,"Ohio St","Xavier",71,9,1
"846",2007,2,4,"South",9,71,"Xavier","Ohio St",78,1,0
"847",2007,2,4,"South",2,78,"Memphis","Nevada",62,7,1
"848",2007,2,4,"South",7,62,"Nevada","Memphis",78,2,0
"849",2007,2,4,"South",3,72,"Texas A&M","Louisville",69,6,1
"850",2007,2,4,"South",6,69,"Louisville","Texas A&M",72,3,0
"851",2007,2,4,"South",4,74,"Virginia","Tennessee",77,5,0
"852",2007,2,4,"South",5,77,"Tennessee","Virginia",74,4,1
"853",2007,3,1,"Midwest",1,65,"Florida","Butler",57,5,1
"854",2007,3,1,"Midwest",5,57,"Butler","Florida",65,1,0
"855",2007,3,1,"Midwest",7,72,"UNLV","Oregon",76,3,0
"856",2007,3,1,"Midwest",3,76,"Oregon","UNLV",72,7,1
"857",2007,3,2,"West",1,61,"Kansas","Southern Illinois",58,4,1
"858",2007,3,2,"West",4,58,"Southern Illinois","Kansas",61,1,0
"859",2007,3,2,"West",2,64,"UCLA","Pittsburgh",55,3,1
"860",2007,3,2,"West",3,55,"Pittsburgh","UCLA",64,2,0
"861",2007,3,3,"East",1,74,"North Carolina","USC",64,5,1
"862",2007,3,3,"East",5,64,"USC","North Carolina",74,1,0
