"","Year","Round","Region Number","Region Name","Seed","Score","Team","Opponent","Opp_Score","Opp_Seed","Win"
"2180",2018,1,3,"East",14,60,"Stephen F Austin","Texas Tech",70,3,0
"2181",2018,1,3,"East",4,75,"Wichita St","Marshall",81,13,0
"2182",2018,1,3,"East",13,81,"Marshall","Wichita St",75,4,1
"2183",2018,1,3,"East",5,85,"West Virginia","Murray St",68,12,1
"2184",2018,1,3,"East",12,68,"Murray St","West Virginia",85,5,0
"2185",2018,1,3,"East",6,77,"Florida","St Bonaventure",62,11,1
"2186",2018,1,3,"East",11,62,"St Bonaventure","Florida",77,6,0
"2187",2018,1,3,"East",7,62,"Arkansas","Butler",79,10,0
"2188",2018,1,3,"East",10,79,"Butler","Arkansas",62,7,1
"2189",2018,1,3,"East",8,83,"Virginia Tech","Alabama",86,9,0
"2190",2018,1,3,"East",9,86,"Alabama","Virginia Tech",83,8,1
"2191",2018,1,4,"Midwest",1,76,"Kansas","Pennsylvania",60,16,1
"2192",2018,1,4,"Midwest",16,60,"Pennsylvania","Kansas",76,1,0
"2193",2018,1,4,"Midwest",2,89,"Duke","Iona",67,15,1
"2194",2018,1,4,"Midwest",15,67,"Iona","Duke",89,2,0
"2195",2018,1,4,"Midwest",3,82,"Michigan St","Bucknell",78,14,1
"2196",2018,1,4,"Midwest",14,78,"Bucknell","Michigan St",82,3,0
"2197",2018,1,4,"Midwest",4,62,"Auburn","College of Charleston",58,13,1
"2198",2018,1,4,"Midwest",13,58,"College of Charleston","Auburn",62,4,0
"2199",2018,1,4,"Midwest",5,79,"Clemson","New Mexico St",68,12,1
"2200",2018,1,4,"Midwest",12,68,"New Mexico St","Clemson",79,5,0
"2201",2018,1,4,"Midwest",6,52,"TCU","Syracuse",57,11,0
"2202",2018,1,4,"Midwest",11,57,"Syracuse","TCU",52,6,1
"2203",2018,1,4,"Midwest",7,83,"Rhode Island","Oklahoma",78,10,1
"2204",2018,1,4,"Midwest",10,78,"Oklahoma","Rhode Island",83,7,0
"2205",2018,1,4,"Midwest",8,94,"Seton Hall","NC State",83,9,1
"2206",2018,1,4,"Midwest",9,83,"NC State","Seton Hall",94,8,0
"2207",2018,2,1,"South",16,43,"UMBC","Kansas St",50,9,0
"2208",2018,2,1,"South",9,50,"Kansas St","UMBC",43,16,1
"2209",2018,2,1,"South",2,73,"Cincinnati","Nevada",75,7,0
"2210",2018,2,1,"South",7,75,"Nevada","Cincinnati",73,2,1
"2211",2018,2,1,"South",3,62,"Tennessee","Loyola Chicago",63,11,0
"2212",2018,2,1,"South",11,63,"Loyola Chicago","Tennessee",62,3,1
"2213",2018,2,1,"South",13,75,"Buffalo","Kentucky",95,5,0
"2214",2018,2,1,"South",5,95,"Kentucky","Buffalo",75,13,1
"2215",2018,2,2,"West",1,70,"Xavier","Florida St",75,9,0
"2216",2018,2,2,"West",9,75,"Florida St","Xavier",70,1,1
"2217",2018,2,2,"West",2,65,"North Carolina","Texas A&M",86,7,0
"2218",2018,2,2,"West",7,86,"Texas A&M","North Carolina",65,2,1
"2219",2018,2,2,"West",3,64,"Michigan","Houston",63,6,1
"2220",2018,2,2,"West",6,63,"Houston","Michigan",64,3,0
"2221",2018,2,2,"West",4,90,"Gonzaga","Ohio St",84,5,1
"2222",2018,2,2,"West",5,84,"Ohio St","Gonzaga",90,4,0
"2223",2018,2,3,"East",1,81,"Villanova","Alabama",58,9,1
"2224",2018,2,3,"East",9,58,"Alabama","Villanova",81,1,0
"2225",2018,2,3,"East",2,76,"Purdue","Butler",73,10,1
"2226",2018,2,3,"East",10,73,"Butler","Purdue",76,2,0
"2227",2018,2,3,"East",3,69,"Texas Tech","Florida",66,6,1
"2228",2018,2,3,"East",6,66,"Florida","Texas Tech",69,3,0
"2229",2018,2,3,"East",13,71,"Marshall","West Virginia",94,5,0
"2230",2018,2,3,"East",5,94,"West Virginia","Marshall",71,13,1
"2231",2018,2,4,"Midwest",1,83,"Kansas","Seton Hall",79,8,1
"2232",2018,2,4,"Midwest",8,79,"Seton Hall","Kansas",83,1,0
"2233",2018,2,4,"Midwest",2,87,"Duke","Rhode Island",62,7,1
"2234",2018,2,4,"Midwest",7,62,"Rhode Island","Duke",87,2,0
"2235",2018,2,4,"Midwest",3,53,"Michigan St","Syracuse",55,11,0
"2236",2018,2,4,"Midwest",11,55,"Syracuse","Michigan St",53,3,1
"2237",2018,2,4,"Midwest",4,53,"Auburn","Clemson",84,5,0
"2238",2018,2,4,"Midwest",5,84,"Clemson","Auburn",53,4,1
"2239",2018,3,1,"South",9,61,"Kansas St","Kentucky",58,5,1
"2240",2018,3,1,"South",5,58,"Kentucky","Kansas St",61,9,0
"2241",2018,3,1,"South",7,68,"Nevada","Loyola Chicago",69,11,0
"2242",2018,3,1,"South",11,69,"Loyola Chicago","Nevada",68,7,1
"2243",2018,3,2,"West",9,75,"Florida St","Gonzaga",60,4,1
"2244",2018,3,2,"West",4,60,"Gonzaga","Florida St",75,9,0
"2245",2018,3,2,"West",7,72,"Texas A&M","Michigan",99,3,0
"2246",2018,3,2,"West",3,99,"Michigan","Texas A&M",72,7,1
"2247",2018,3,3,"East",1,90,"Villanova","West Virginia",78,5,1
"2248",2018,3,3,"East",5,78,"West Virginia","Villanova",90,1,0
"2249",2018,3,3,"East",2,65,"Purdue","Texas Tech",78,3,0
"2250",2018,3,3,"East",3,78,"Texas Tech","Purdue",65,2,1
"2251",2018,3,4,"Midwest",1,80,"Kansas","Clemson",76,5,1
"2252",2018,3,4,"Midwest",5,76,"Clemson","Kansas",80,1,0
"2253",2018,3,4,"Midwest",2,69,"Duke","Syracuse",65,11,1
"2254",2018,3,4,"Midwest",11,65,"Syracuse","Duke",69,2,0
"2255",2018,4,1,"South",9,62,"Kansas St","Loyola Chicago",78,11,0
"2256",2018,4,1,"South",11,78,"Loyola Chicago","Kansas St",62,9,1
"2257",2018,4,2,"West",9,54,"Florida St","Michigan",58,3,0
"2258",2018,4,2,"West",3,58,"Michigan","Florida St",54,9,1
"2259",2018,4,3,"East",1,71,"Villanova","Texas Tech",59,3,1
"2260",2018,4,3,"East",3,59,"Texas Tech","Villanova",71,1,0
"2261",2018,4,4,"Midwest",1,85,"Kansas","Duke",81,2,1
"2262",2018,4,4,"Midwest",2,81,"Duke","Kansas",85,1,0
"2263",2018,5,1,"Final Four",11,57,"Loyola Chicago","Michigan",69,3,0
"2264",2018,5,1,"Final Four",3,69,"Michigan","Loyola Chicago",57,11,1
"2265",2018,5,2,"Final Four",1,95,"Villanova","Kansas",79,1,1
"2266",2018,5,2,"Final Four",1,79,"Kansas","Villanova",95,1,0
"2267",2018,6,1,"Championship",3,62,"Michigan","Villanova",79,1,0
"2268",2018,6,1,"Championship",1,79,"Villanova","Michigan",62,3,1
"2269",2019,1,1,"East",1,85,"Duke","North Dakota St",62,16,1
"2270",2019,1,1,"East",16,62,"North Dakota St","Duke",85,1,0
"2271",2019,1,1,"East",2,76,"Michigan St","Bradley",65,15,1
"2272",2019,1,1,"East",15,65,"Bradley","Michigan St",76,2,0
"2273",2019,1,1,"East",3,79,"LSU","Yale",74,14,1
"2274",2019,1,1,"East",14,74,"Yale","LSU",79,3,0
"2275",2019,1,1,"East",4,66,"Virginia Tech","St Louis",52,13,1
"2276",2019,1,1,"East",13,52,"St Louis","Virginia Tech",66,4,0
"2277",2019,1,1,"East",5,76,"Mississippi St","Liberty",80,12,0
"2278",2019,1,1,"East",12,80,"Liberty","Mississippi St",76,5,1
"2279",2019,1,1,"East",6,79,"Maryland","Belmont",77,11,1
"2280",2019,1,1,"East",11,77,"Belmont","Maryland",79,6,0
"2281",2019,1,1,"East",7,76,"Louisville","Minnesota",86,10,0
"2282",2019,1,1,"East",10,86,"Minnesota","Louisville",76,7,1
"2283",2019,1,1,"East",8,58,"VCU","Central Florida",73,9,0
"2284",2019,1,1,"East",9,73,"Central Florida","VCU",58,8,1
"2285",2019,1,2,"West",1,87,"Gonzaga","Fairleigh Dickinson",49,16,1
"2286",2019,1,2,"West",16,49,"Fairleigh Dickinson","Gonzaga",87,1,0
"2287",2019,1,2,"West",2,74,"Michigan","Montana",55,15,1
"2288",2019,1,2,"West",15,55,"Montana","Michigan",74,2,0
"2289",2019,1,2,"West",3,72,"Texas Tech","Northern Kentucky",57,14,1
"2290",2019,1,2,"West",14,57,"Northern Kentucky","Texas Tech",72,3,0
"2291",2019,1,2,"West",4,76,"Florida St","Vermont",69,13,1
"2292",2019,1,2,"West",13,69,"Vermont","Florida St",76,4,0
"2293",2019,1,2,"West",5,64,"Marquette","Murray St",83,12,0
"2294",2019,1,2,"West",12,83,"Murray St","Marquette",64,5,1
"2295",2019,1,2,"West",6,91,"Buffalo","Arizona St",74,11,1
"2296",2019,1,2,"West",11,74,"Arizona St","Buffalo",91,6,0
"2297",2019,1,2,"West",7,61,"Nevada","Florida",70,10,0
"2298",2019,1,2,"West",10,70,"Florida","Nevada",61,7,1
"2299",2019,1,2,"West",8,69,"Syracuse","Baylor",78,9,0
"2300",2019,1,2,"West",9,78,"Baylor","Syracuse",69,8,1
"2301",2019,1,3,"South",1,71,"Virginia","Gardner Webb",56,16,1
"2302",2019,1,3,"South",16,56,"Gardner Webb","Virginia",71,1,0
"2303",2019,1,3,"South",2,77,"Tennessee","Colgate",70,15,1
"2304",2019,1,3,"South",15,70,"Colgate","Tennessee",77,2,0
"2305",2019,1,3,"South",3,61,"Purdue","Old Dominion",48,14,1
"2306",2019,1,3,"South",14,48,"Old Dominion","Purdue",61,3,0
"2307",2019,1,3,"South",4,64,"Kansas St","UC Irvine",70,13,0
"2308",2019,1,3,"South",13,70,"UC Irvine","Kansas St",64,4,1
"2309",2019,1,3,"South",5,54,"Wisconsin","Oregon",72,12,0
"2310",2019,1,3,"South",12,72,"Oregon","Wisconsin",54,5,1
"2311",2019,1,3,"South",6,61,"Villanova","St Marys",57,11,1
"2312",2019,1,3,"South",11,57,"St Marys","Villanova",61,6,0
"2313",2019,1,3,"South",7,72,"Cincinnati","Iowa",79,10,0
"2314",2019,1,3,"South",10,79,"Iowa","Cincinnati",72,7,1
"2315",2019,1,3,"South",8,72,"Ole Miss","Oklahoma",95,9,0
"2316",2019,1,3,"South",9,95,"Oklahoma","Ole Miss",72,8,1
"2317",2019,1,4,"Midwest",1,88,"North Carolina","Iona",73,16,1
"2318",2019,1,4,"Midwest",16,73,"Iona","North Carolina",88,1,0
"2319",2019,1,4,"Midwest",2,79,"Kentucky","Abilene Christian",44,15,1
"2320",2019,1,4,"Midwest",15,44,"Abilene Christian","Kentucky",79,2,0
"2321",2019,1,4,"Midwest",3,84,"Houston","Georgia St",55,14,1
"2322",2019,1,4,"Midwest",14,55,"Georgia St","Houston",84,3,0
"2323",2019,1,4,"Midwest",4,87,"Kansas","Northeastern",53,13,1
"2324",2019,1,4,"Midwest",13,53,"Northeastern","Kansas",87,4,0
"2325",2019,1,4,"Midwest",5,78,"Auburn","New Mexico St",77,12,1
"2326",2019,1,4,"Midwest",12,77,"New Mexico St","Auburn",78,5,0
"2327",2019,1,4,"Midwest",6,59,"Iowa St","Ohio St",62,11,0
"2328",2019,1,4,"Midwest",11,62,"Ohio St","Iowa St",59,6,1
"2329",2019,1,4,"Midwest",7,84,"Wofford","Seton Hall",68,10,1
"2330",2019,1,4,"Midwest",10,68,"Seton Hall","Wofford",84,7,0
"2331",2019,1,4,"Midwest",8,61,"Utah St","Washington",78,9,0
"2332",2019,1,4,"Midwest",9,78,"Washington","Utah St",61,8,1
"2333",2019,2,1,"South",1,77,"Duke","Central Florida",76,9,1
"2334",2019,2,1,"South",9,76,"Central Florida","Duke",77,1,0
"2335",2019,2,1,"South",2,70,"Michigan St","Minnesota",50,10,1
"2336",2019,2,1,"South",10,50,"Minnesota","Michigan St",70,2,0
"2337",2019,2,1,"South",3,69,"LSU","Maryland",67,6,1
"2338",2019,2,1,"South",6,67,"Maryland","LSU",69,3,0
"2339",2019,2,1,"South",4,67,"Virginia Tech","Liberty",58,12,1
"2340",2019,2,1,"South",12,58,"Liberty","Virginia Tech",67,4,0
"2341",2019,2,2,"West",1,83,"Gonzaga","Baylor",71,9,1
"2342",2019,2,2,"West",9,71,"Baylor","Gonzaga",83,1,0
"2343",2019,2,2,"West",2,64,"Michigan","Florida",49,10,1
"2344",2019,2,2,"West",10,49,"Florida","Michigan",64,2,0
"2345",2019,2,2,"West",3,78,"Texas Tech","Buffalo",58,6,1
"2346",2019,2,2,"West",6,58,"Buffalo","Texas Tech",78,3,0
"2347",2019,2,2,"West",4,90,"Florida St","Murray St",62,12,1
"2348",2019,2,2,"West",12,62,"Murray St","Florida St",90,4,0
"2349",2019,2,3,"East",1,63,"Virginia","Oklahoma",51,9,1
"2350",2019,2,3,"East",9,51,"Oklahoma","Virginia",63,1,0
"2351",2019,2,3,"East",2,83,"Tennessee","Iowa",77,10,1
"2352",2019,2,3,"East",10,77,"Iowa","Tennessee",83,2,0
"2353",2019,2,3,"East",3,87,"Purdue","Villanova",61,6,1
"2354",2019,2,3,"East",6,61,"Villanova","Purdue",87,3,0
"2355",2019,2,3,"East",13,54,"UC Irvine","Oregon",73,12,0
"2356",2019,2,3,"East",12,73,"Oregon","UC Irvine",54,13,1
"2357",2019,2,4,"Midwest",1,81,"North Carolina","Washington",59,9,1
"2358",2019,2,4,"Midwest",9,59,"Washington","North Carolina",81,1,0
"2359",2019,2,4,"Midwest",2,62,"Kentucky","Wofford",56,7,1
"2360",2019,2,4,"Midwest",7,56,"Wofford","Kentucky",62,2,0
"2361",2019,2,4,"Midwest",3,74,"Houston","Ohio St",59,11,1
"2362",2019,2,4,"Midwest",11,59,"Ohio St","Houston",74,3,0
"2363",2019,2,4,"Midwest",4,75,"Kansas","Auburn",89,5,0
"2364",2019,2,4,"Midwest",5,89,"Auburn","Kansas",75,4,1
"2365",2019,3,1,"South",1,75,"Duke","Virginia Tech",73,4,1
"2366",2019,3,1,"South",4,73,"Virginia Tech","Duke",75,1,0
"2367",2019,3,1,"South",2,80,"Michigan St","LSU",63,3,1
"2368",2019,3,1,"South",3,63,"LSU","Michigan St",80,2,0
"2369",2019,3,2,"West",1,72,"Gonzaga","Florida St",58,4,1
"2370",2019,3,2,"West",4,58,"Florida St","Gonzaga",72,1,0
"2371",2019,3,2,"West",2,44,"Michigan","Texas Tech",63,3,0
"2372",2019,3,2,"West",3,63,"Texas Tech","Michigan",44,2,1
"2373",2019,3,3,"East",1,53,"Virginia","Oregon",49,12,1
"2374",2019,3,3,"East",12,49,"Oregon","Virginia",53,1,0
"2375",2019,3,3,"East",2,94,"Tennessee","Purdue",99,3,0
"2376",2019,3,3,"East",3,99,"Purdue","Tennessee",94,2,1
"2377",2019,3,4,"Midwest",1,80,"North Carolina","Auburn",97,5,0
"2378",2019,3,4,"Midwest",5,97,"Auburn","North Carolina",80,1,1
"2379",2019,3,4,"Midwest",2,62,"Kentucky","Houston",58,3,1
"2380",2019,3,4,"Midwest",3,58,"Houston","Kentucky",62,2,0
"2381",2019,4,1,"South",1,67,"Duke","Michigan St",68,2,0
"2382",2019,4,1,"South",2,68,"Michigan St","Duke",67,1,1
"2383",2019,4,2,"West",1,69,"Gonzaga","Texas Tech",75,3,0
"2384",2019,4,2,"West",3,75,"Texas Tech","Gonzaga",69,1,1
"2385",2019,4,3,"East",1,80,"Virginia","Purdue",75,3,1
"2386",2019,4,3,"East",3,75,"Purdue","Virginia",80,1,0
"2387",2019,4,4,"Midwest",5,77,"Auburn","Kentucky",71,2,1
"2388",2019,4,4,"Midwest",2,71,"Kentucky","Auburn",77,5,0
"2389",2019,5,1,"Final Four",2,51,"Michigan St","Texas Tech",61,3,0
"2390",2019,5,1,"Final Four",3,61,"Texas Tech","Michigan St",51,2,1
"2391",2019,5,2,"Final Four",1,63,"Virginia","Auburn",62,5,1
"2392",2019,5,2,"Final Four",5,62,"Auburn","Virginia",63,1,0
"2393",2019,6,1,"Championship",3,77,"Texas Tech","Virginia",85,1,0
"2394",2019,6,1,"Championship",1,85,"Virginia","Texas Tech",77,3,1
